rating,character,year,species
8.3,17,1939,ADVENTURE
8.3,17,1939,FAMILY
8.3,17,1939,FANTASY
8.3,17,1939,MUSICAL
6.3,10,1999,ACTION
6.3,10,1999,ADVENTURE
6.3,10,1999,THRILLER
7.8,16,2009,ACTION
7.8,16,2009,CRIME
7.8,16,2009,FANTASY
7.8,16,2009,MYSTERY
7.8,16,2009,SCI-FI
7.8,16,2009,THRILLER
5.6,11,2002,ACTION
5.6,11,2002,ADVENTURE
5.6,11,2002,CRIME
7.4,9,2000,ACTION
7.4,9,2000,SCI-FI
8.0,14,1974,COMEDY
8.0,14,1974,SCI-FI
6.4,10,1979,ACTION
6.4,10,1979,ADVENTURE
6.4,10,1979,DRAMA
6.4,10,1979,HISTORY
6.4,10,1979,WAR
